year,sid,state,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,unemployrt,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,poverty,r20001,r20002,r20003,r20004,r20011,r20012,r20013,r20014,r20021,r20022,r20023,r20024,r20031,r20032,r20033,r20034,r20041,r20042,r20043,r20044,r20051,r20052,r20053,r20054,r20061,r20062,r20063,r20064,r20071,r20072,r20073,r20074,r20081,r20082,r20083,r20084,r20091,r20092,r20093,r20094,r20101,r20102,r20103,r20104,trend_1,trend_2,trend_3,trend_4,trend_5,trend_6,trend_7,trend_8,trend_9,trend_10,trend_11,trend_12,trend_13,trend_14,trend_15,trend_16,trend_17,trend_18,trend_19,trend_20,trend_21,trend_22,trend_23,trend_24,trend_25,trend_26,trend_27,trend_28,trend_29,trend_30,trend_31,trend_32,trend_33,trend_34,trend_35,trend_36,trend_37,trend_38,trend_39,trend_40,trend_41,trend_42,trend_43,trend_44,trend_45,trend_46,trend_47,trend_48,trend_49,trend_50,trend_51,l_homicide,l_larceny,l_motor,l_police,l_income,l_prisoner,l_lagprisoner,l_exp_subsidy,l_exp_pubwelfare,post,lead1,lead2,lead3,lead4,lead5,lead6,lead7,lead8,lead9,lag0,lag1,lag2,lag3,lag4,lag5,popwt
2002,4,Arkansas,0.48613313,1,5,5.389305,95.793,306.69702,881.6068,2699.5486,258.57278,5.199541,5.3,1.4577692,5.364598,2.0291872,10.831554,16.54691276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6844164,7.90084,5.555177,5.6694803,10.577758,6.2082696,6.1759276,4.6186004,7.0782166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732902.5
2003,4,Arkansas,0.49663225,4,2,6.792294,84.03577,344.55798,943.9779,2568.2795,226.67393,5.99986,5.8,1.4745315,5.3504786,2.0072737,10.674392,16.31056179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9157888,7.8509917,5.4235125,5.6724567,10.543709,6.219478,6.2082696,4.6647587,7.09824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732902.5
2004,4,Arkansas,0.43507588,0,0,6.5772953,88.644,376.81174,1126.7728,2774.4973,243.58415,6.203585,5.7,1.4764906,5.2691607,1.9948263,10.550729,15.86682771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8836236,7.928225,5.4954624,5.6783466,10.606139,6.2460704,6.219478,4.662802,7.164019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732902.5
2005,4,Arkansas,0.4628752,0,0,6.996292,93.7281,397.8262,1114.8906,2795.1853,269.7089,6.7001524,5.1,1.4614476,5.1937656,1.993462,10.45035,17.09308881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9453803,7.9356537,5.597343,5.7121024,10.619887,6.2171106,6.2460704,4.4168,7.178753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732902.5
2006,4,Arkansas,0.46872753,2,1,7.5065675,98.97285,404.03833,1154.446,2596.7031,270.4499,7.2575345,5.3,1.4322958,4.9646873,1.9400741,10.070185,16.76209376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0157783,7.861998,5.6000867,5.683826,10.598458,6.191186,6.2171106,4.495466,7.156012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732902.5
2007,4,Arkansas,0.4633989,1,1,7.1648736,110.53867,374.6409,1136.185,2601.6333,249.13086,6.986643,5.4,1.441102,4.9834013,1.9577929,10.017634,17.23526415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9691905,7.863895,5.517978,5.708399,10.66658,6.234879,6.191186,4.4964433,7.2144036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732902.5
2008,4,Arkansas,0.46879536,2,3,5.7949567,97.383545,357.8386,1193.337,2455.1536,229.6075,5.7242866,5.2,1.4364426,4.919954,1.9554799,9.882522,16.93046087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.756988,7.8059444,5.4363713,5.834732,10.598807,6.2538123,6.234879,4.5524635,7.2076764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732902.5
2009,4,Arkansas,0.4724379,0,2,6.306941,90.76357,379.54395,1224.4978,2403.9663,214.82356,6.0250664,7.1,1.4272712,4.8605375,1.9818592,9.784884,18.2875211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8416507,7.7848754,5.3698173,5.861601,10.522477,6.2838416,6.2538123,4.582703,7.2240677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732902.5
2010,4,Arkansas,0.4548904,3,4,4.7624454,81.85884,376.6128,1121.97,2268.0283,191.32607,4.5553827,7.7,1.3095,5.0557156,1.9210945,9.672872,17.8843975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5607613,7.726666,5.253979,5.8402414,10.560256,6.326521,6.2838416,4.6951585,7.281892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732902.5
2000,5,California,0.34686053,23,103,6.2901087,182.28607,418.78992,672.5575,1972.2168,550.7551,6.2901087,4.9,0.50634015,2.8180654,1.0736934,7.468985,13.02469686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8389783,7.5869136,6.3112903,5.749037,10.989926,6.2008476,6.198436,3.7590296,7.2422085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35311970
2001,5,California,0.3517504,28,111,6.5495877,191.8382,404.04068,689.6158,2071.5789,606.1991,6.5495877,5.4,0.508365,2.826239,1.044962,7.1979556,13.11710826,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8794022,7.6360664,6.4072084,5.751651,10.971726,6.159914,6.2008476,3.8103378,7.2165027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35311970
2002,5,California,0.3597925,34,101,6.9839587,189.45045,381.4991,695.2699,2086.9993,648.42633,6.9839587,6.7,0.5075603,2.8089104,1.0138813,6.8891315,13.54993287,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9436159,7.6434827,6.4745483,5.8049126,10.959401,6.153877,6.159914,4.147575,7.325587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35311970
2003,5,California,0.34682453,38,117,6.9464707,184.03674,373.3836,699.1895,2111.0286,696.4537,6.9406986,6.9,0.50739825,2.7859185,0.98924726,6.6326675,13.95673795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9382337,7.6549306,6.5460014,5.7979703,10.9758415,6.162684,6.153877,4.143163,7.4132695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35311970
2004,5,California,0.3330365,33,122,6.8235188,176.20197,329.19485,701.47314,2078.6829,720.5887,6.826371,6.2,0.5119037,2.7795029,0.969844,6.4015646,13.35505544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9203752,7.6394897,6.5800686,5.771945,10.947574,6.163577,6.162684,4.2497334,7.3423448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35311970
2005,5,California,0.34470782,26,111,7.0949187,180.34076,325.0142,710.11835,1962.8435,730.02264,7.0949187,5.4,0.52120584,2.7950153,0.9514703,6.180709,13.23474788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9593788,7.5821495,6.5930758,5.7519774,10.964779,6.181656,6.163577,4.34572,7.4175344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35311970
2006,5,California,0.34340265,33,124,6.829861,194.95003,306.178,676.9051,1831.5,666.77,6.8134036,4.9,0.51091474,2.6979296,0.9121677,5.832935,12.85524159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9213043,7.512891,6.502445,5.7618527,10.999112,6.176729,6.181656,4.370645,7.3619747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35311970
2007,5,California,0.332823,39,115,6.2319956,194.521,301.14603,653.57916,1798.2561,604.95856,6.2319956,5.4,0.51793396,2.7152584,0.90894485,5.7236466,12.2582582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8296967,7.4945726,6.40516,5.809924,10.978626,6.1750064,6.176729,3.9414518,7.3980727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35311970
2008,5,California,0.3181379,28,101,5.881626,190.5213,287.6093,652.75616,1786.2158,528.65717,5.881626,7.2,0.51740736,2.68379,0.8992271,5.604284,13.12849549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7718333,7.4878545,6.27034,5.826383,10.963619,6.16725,6.1750064,3.9757442,7.4228926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35311970
2009,5,California,0.30926934,33,113,5.431231,176.52327,275.84705,634.0053,1694.9242,451.22458,5.431231,11.6,0.5203516,2.6675663,0.8976321,5.547256,14.13618349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6921659,7.4353933,6.111965,5.8161464,10.951876,6.1563883,6.16725,4.052448,7.4842234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35311970
2010,5,California,0.31015554,32,83,4.8929396,157.19075,259.32578,619.0069,1624.3748,412.5432,4.8929396,12.4,0.53340614,4.0739574,0.8551852,7.89216,14.18773378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5877932,7.392878,6.022341,5.773167,10.905204,6.1013403,6.1563883,4.4024844,7.4541197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35311970
2000,6,Colorado,0.3256427,1,5,3.1917636,72.26724,224.49532,646.2845,2687.8223,403.99628,3.0250297,2.7,0.31917635,5.1907125,0.7427281,12.638526,9.166316128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1605736,7.8964868,6.0014057,5.775768,11.019891,5.99383,5.9566884,3.4659634,6.782578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600371.5
2001,6,Colorado,0.34092826,1,7,3.6618795,82.392296,228.2649,661.29376,2812.6943,486.56647,3.3374093,3.8,0.32616222,5.240312,0.7352962,12.276127,8.846869464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2979765,7.9418983,6.1873736,5.8625884,11.015904,6.002362,5.99383,3.5065668,6.851554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600371.5
2002,6,Colorado,0.35261247,0,6,4.0648017,81.27332,228.40097,719.3563,2842.9314,526.44855,3.8831344,5.7,0.32968038,5.240937,0.7230124,11.855482,9.692439855,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.402365,7.952591,6.266154,5.8628645,10.977295,6.058345,6.002362,3.7093756,6.75921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600371.5
2003,6,Colorado,0.21134296,1,14,4.1592736,84.03981,223.04948,728.30005,2798.9888,512.9621,3.8445177,6.2,0.3282229,5.21456,0.69534063,11.415183,10.15442821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4253404,7.9370136,6.240202,5.85009,10.988728,6.0918856,6.058345,3.8182073,6.821399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600371.5
2004,6,Colorado,0.36961755,4,12,4.4680457,83.11454,249.76598,733.78204,2741.024,533.5869,4.4013586,5.6,0.34177217,5.2165656,0.71077496,11.174227,10.37662514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4969511,7.9160867,6.279622,5.838752,10.980825,6.1116776,6.0918856,3.7226431,6.811012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600371.5
2005,6,Colorado,0.41464034,3,8,3.7919936,86.53636,270.72205,761.5989,2796.913,572.1088,3.6385603,5.1,0.3420466,5.1767287,0.68198895,10.82647,10.91048616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.332892,7.9362717,6.349329,5.8248997,10.939231,6.15336,6.1116776,3.7411847,6.805729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600371.5
2006,6,Colorado,0.39659685,4,12,3.5974424,80.363914,265.43234,681.9993,2325.0837,434.7646,3.5974424,4.3,0.34211466,5.026784,0.6705969,10.396587,11.34629128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2802231,7.751511,6.074805,5.847916,11.005926,6.1589856,6.15336,3.8428178,6.827836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600371.5
2007,6,Colorado,0.388616,4,6,3.251411,72.60086,238.21306,600.1895,2101.901,348.44638,3.251411,3.8,0.34674725,5.0184584,0.6732309,10.395013,11.50621932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1790891,7.6505976,5.853484,5.8621755,11.071206,6.1719766,6.1589856,3.836674,6.8482747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600371.5
2008,6,Colorado,0.3576729,4,3,3.2201014,69.5418,237.58568,582.5494,2053.1863,276.94937,3.1375346,5.1,0.34942228,4.9597816,0.6808244,10.31446,11.16394692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1694129,7.627148,5.6238346,5.8521967,11.030266,6.174649,6.1719766,3.899179,6.8592544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600371.5
2009,6,Colorado,0.3544942,4,7,3.2829459,69.602585,231.72643,549.9864,1963.1398,257.6803,3.241651,7.5,0.35928643,4.9574757,0.7003205,10.394261,12.77408727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1887412,7.5823,5.5517197,5.886072,10.948224,6.1541333,6.174649,4.0342264,6.9104204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600371.5
2010,6,Colorado,0.36717752,6,11,2.4143252,63.013885,214.9353,526.18207,1963.4901,226.28262,2.5551608,8.1,0.35100263,5.5242176,0.67178595,11.724405,12.25443044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88141984,7.582479,5.421785,5.8390646,11.009439,6.1291018,6.1541333,4.0793853,6.9293613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600371.5
2000,7,Connecticut,0.35307932,1,0,2.971835,116.20481,195.59526,528.744,2077.1914,397.22516,2.971835,2.3,0.73568076,4.3054004,1.3634657,11.711607,7.381916567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0891795,7.638772,5.9845033,5.6879005,11.059157,6.3218694,6.341964,5.236527,7.1247644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424474.2
2001,7,Connecticut,0.38393497,3,3,3.165386,126.10295,197.91199,517.28436,1982.4963,373.15378,3.1955326,3.1,0.75972277,4.389667,1.3583727,11.346974,7.226757098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152275,7.592112,5.9219904,5.691,11.092839,6.3607717,6.3218694,5.3042245,7.1690555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424474.2
2002,7,Connecticut,0.34725976,1,2,2.5072045,121.45018,176.51913,510.7235,1932.1891,345.63605,2.477357,4.4,0.7738308,4.479419,1.3517414,10.9357395,7.979984151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9191684,7.566409,5.8453865,5.6724505,11.077563,6.4272065,6.3607717,5.0730424,7.1718163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424474.2
2003,7,Connecticut,0.35992402,0,0,3.3222187,124.939156,178.65825,475.87817,1944.9218,337.26453,3.2332308,5.5,0.79036176,4.5726485,1.3481979,10.553087,8.099420955,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2006328,7.572977,5.8208675,5.6516523,11.084601,6.3778915,6.4272065,4.9791317,7.1934614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424474.2
2004,7,Connecticut,0.3178128,1,2,2.9503024,123.55867,149.58034,470.83878,1969.917,330.8174,2.8617933,4.9,0.8027478,4.687529,1.3385522,10.172524,9.282212066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0819076,7.585747,5.8015666,5.6567216,11.060385,6.3547535,6.3778915,5.0049376,7.3159833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424474.2
